127.0.0.1 - - [29/Jan/2024:09:45:17 -0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:30:47 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3321
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:30:47 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:30:56 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3327
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:31:16 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3319
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:31:27 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3319
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:31:49 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3321
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:33:26 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3347
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:38 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3319
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:38 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:40 -0800] "POST /Shopaholic/UpdateProductServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:40 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:40 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:40 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:40 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:43 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3283
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:48 -0800] "POST /Shopaholic/UpdateProductServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:48 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:34:52 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3286
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:00 -0800] "POST /Shopaholic/UpdateProductServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:00 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:03 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3286
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:06 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:08 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3290
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:10 -0800] "POST /Shopaholic/UpdateProductServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:10 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 2708
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:11 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2718
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:26 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:26 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:33 -0800] "GET /Shopaholic/LogoutServlet?UserType=Merchant HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:35:33 -0800] "GET /Shopaholic/merchantlogin.jsp HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:39 -0800] "GET /Shopaholic/merchantlogin.jsp HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:39 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:40 -0800] "GET /Shopaholic/images/signin-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:40 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:42 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 200 23179
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:44 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3302
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:48:51 -0800] "POST /Shopaholic/MerchantServet HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:13 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3302
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:13 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:13 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:14 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:15 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:36 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:37 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3301
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:40 -0800] "POST /Shopaholic/MerchantServet HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:46 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3301
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:46 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:46 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:57 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3295
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:57 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:49:57 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:00 -0800] "POST /Shopaholic/MerchantServet HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:27 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3297
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:27 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:27 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:30 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:30 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:30 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:37 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:39 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:39 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 2714
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:39 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:41 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2718
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:58 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:58 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:50:58 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:30 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3262
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:35 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:35 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:35 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:53:35 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:15 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3269
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:51 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3269
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:51 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4945
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:54:51 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:32 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3269
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:32 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4971
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:32 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:43 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3269
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:43 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4974
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:43 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:58 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3269
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:58 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4967
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:55:58 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:20 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3269
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:20 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4946
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:20 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:43 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:43 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:43 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:43 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:43 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:43 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:45 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2718
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:49 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:49 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:56:51 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3298
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:57:27 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:57:27 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:57:27 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:57:52 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:57:52 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:57:54 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:26 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:26 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:27 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:30 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:30 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:31 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2778
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:33 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:33 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:58:37 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:06 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:06 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4946
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:06 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:09 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:09 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:09 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:10 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3318
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:10 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:11 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:11 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:12 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:13 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:13 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:19 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:19 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4948
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:19 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:27 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:27 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4948
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:27 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:30 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:30 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:31 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:32 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:32 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:34 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:34 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:36 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:36 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:37 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:37 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4946
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:50 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:51 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:12:59:51 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:04 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:04 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4948
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:04 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:12 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:12 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4951
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:12 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:14 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:14 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 3165
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:15 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:16 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:00:16 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:01:49 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:01:50 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4957
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:01:50 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:21 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3317
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:21 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:21 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:38 -0800] "POST /Shopaholic/EditProductServlet HTTP/1.1" 200 3320
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:38 -0800] "GET /Shopaholic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:38 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:13:02:51 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
